City,Name,Nosah,Address,Latitude,Longitude,Navigate
אלעד,חניכי הישיבות חפץ חיים,אשכנז,"חוני המעגל  9
",32.0537329,34.9464634,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0537329%2C34.9464634
אלקנה,בית חבד אוהל לאה אלקנה,חבד,"מרכז מסחרי
",32.110566,35.032054,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.110566%2C35.032054
אפרת,אהל שמעון ואסתר,ירושלמי,"נצח ירושלים 4
",31.659872,35.1527883,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.659872%2C35.1527883
אפרת,אשמורת אברהם,לפי החזן,"המלך דוד  64
",31.6650752,35.1596425,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6650752%2C35.1596425
אפרת,ברכה ושלום,לפי החזן,"שאלתיאל 24
",31.665095,35.156009,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.665095%2C35.156009
אפרת,זמר הזית,לפי החזן,"זית שמן  1
",31.6688725,35.1636668,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6688725%2C35.1636668
אפרת,מגן אברהם,לפי החזן,"תמר 2
",31.653589,35.149934,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.653589%2C35.149934
אריאל,אוהל אפרים,,"הנחשונים 37
",32.1058824,35.1725285,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1058824%2C35.1725285
אריאל,אורות אריאל - ימי חול,לפי החזן,"אילות 21
",32.1038328,35.182135,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1038328%2C35.182135
אריאל,מוריה,לפי החזן,"עיר יונה 10
",32.104637,35.17451399999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.104637%2C35.17451399999999
אריאל,שבות אריאל,לפי החזן,"צהל 30
",32.1068536,35.1873964,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1068536%2C35.1873964
אשקלון,בית הכנסת המרכזי אפרידר,אשכנז,"זונאבנדר 2
",31.6774414,34.5668057,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6774414%2C34.5668057
באר יעקב,חזון איש מנין עמוס,ירושלמי,"חזון איש 8
",31.944382,34.839214,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.944382%2C34.839214
באר שבע,אוהל שרה,,"צביה ויצחק  46
",31.2240044,34.7803366,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2240044%2C34.7803366
באר שבע,אהבה ואחוה,ירושלמי,"כיכר הקינזי 3
",31.2612497,34.795946,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2612497%2C34.795946
באר שבע,אוהל יעקב ליוצאי קווקז,,"אבנר בן נר 6
",31.9512433,34.9315856,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9512433%2C34.9315856
באר שבע,אוהל רחל,אשכנז,"אילה 5
",31.252973,34.791462,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.252973%2C34.791462
באר שבע,באר הגאולה,חבד,"גויטיין 9
",31.2694286,34.7761723,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2694286%2C34.7761723
בית אל,כולל מבקשי השם,לפי החזן,"חלמיש 2
",31.94159999999999,35.222734,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.94159999999999%2C35.222734
בית אל,משכן בית-אל,לפי החזן,"התאנה 7
",31.94159999999999,35.222734,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.94159999999999%2C35.222734
בית חנניה,בית הכנסת מושב בית חנניה,לפי החזן,"חלמיש 1
",32.5296839,34.9259754,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5296839%2C34.9259754
בית שמש,אהבת יהונתן־אז ישיר,אשכנז,"נחל לכיש 3
",31.7150442,34.9938905,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7150442%2C34.9938905
בית שמש,אהבת ציון,אשכנז,"נחל תמנה 2
",31.7144547,34.9986675,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7144547%2C34.9986675
בית שמש,אהבת שלום,אשכנז,"נחל לכיש 33
",31.7135553,34.9941618,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7135553%2C34.9941618
בית שמש,אור שלום,,"נחל מאור 27
",31.708258,34.999529,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.708258%2C34.999529
בית שמש,בית הכנסת המרכזי,לפי החזן,"מטע 6
",31.747041,34.988099,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.747041%2C34.988099
בית שמש,בית מדרש תורני לאומי,אשכנז,"אשר 1
",31.738525,34.9901052,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.738525%2C34.9901052
בית שמש,בית מנחם חבד גבעת שרת,חבד,"הרקפת 8
",31.7382494,34.9811049,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7382494%2C34.9811049
ביתר עלית,אוהל תורה,אשכנז,"ר´ יוסף קארו  4
",31.7010023,35.1119254,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7010023%2C35.1119254
ביתר עלית,אמשינוב,חסידי,"דרכי איש 21
",31.6977091,35.1024644,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6977091%2C35.1024644
ביתר עלית,החידא,ירושלמי,"ברסלב  3
",31.7010023,35.1119254,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7010023%2C35.1119254
ביתר עלית,ויזניץ,חסידי,"קדושת לוי 36
",31.7057004,35.1159125,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7057004%2C35.1159125
ביתר עלית,טוב דעת,אשכנז,"פנים מאירים 13
",31.70387779999999,35.1146761,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.70387779999999%2C35.1146761
ביתר עלית,עטרת הנחל,,"קעניג 7
",31.6928247,35.1081087,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6928247%2C35.1081087
ביתר עלית,צאנז,חסידי,"פנים מאירים 4
",31.7050784,35.1163701,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7050784%2C35.1163701
ביתר עלית,תפארת אברהם אלימלך,אחיד,"חתם סופר 10 10
",31.6958135,35.1210717,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6958135%2C35.1210717
בני ברק,אשכנז,אשכנז,"יעל 3
",32.0779457,34.8315003,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0779457%2C34.8315003
בני ברק,אברהם,חבד,"אליעזר  2
",32.0758877,34.8358002,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0758877%2C34.8358002
בני ברק,אהל משה ורחל,אשכנז,"פרל 19
",32.0908287,34.8282083,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0908287%2C34.8282083
בני ברק,אוהל דוד,אחיד,"גוטמאכר 5
",32.0883318,34.8415498,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0883318%2C34.8415498
בני ברק,אוהל יעקב ולאה,אשכנז,"הרב פרדו  2
",32.0854823,34.8448053,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0854823%2C34.8448053
בני ברק,אור ברוך,ירושלמי,"בן פתחיה  28
",32.090039,34.8293943,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.090039%2C34.8293943
בני ברק,איצקוביץ,לפי החזן,"הרב שך  4
",32.0859689,34.8356619,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0859689%2C34.8356619
בנימינה,תפארת בנימין,אשכנז,"קרן היסוד 2
",32.520716,34.9498119,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.520716%2C34.9498119
בת ים,צדיקי מרוקו ,לפי החזן,"גבעתי 6
",32.0152585,34.7470984,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0152585%2C34.7470984
בת ים,אהבה ואחווה,ירושלמי,"ניצנה  16
",32.023948,34.7589303,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.023948%2C34.7589303
בת ים,אור הגאולה,אשכנז,"רח העבודה 27 27
",32.0072463,34.7620684,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0072463%2C34.7620684
בת ים,אחדות בני ישראל,,"ירושלים 42
",32.0258099,34.7491127,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0258099%2C34.7491127
בת ים,באבוב,חסידי,"האדמור מבאבוב 12
",32.0092771,34.7521439,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0092771%2C34.7521439
בת ים,בית עובדיה,ירושלמי,"יוספטל 78
",32.016093,34.7505535,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.016093%2C34.7505535
גבעת זאב,בית הכנסת משכן יוסף,לפי החזן,"מצפה  9
",31.8569027,35.1674727,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8569027%2C35.1674727
גבעת זאב,מורשת מנחם-חבד,חבד,"מיצפה  9
",31.8569027,35.1674727,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8569027%2C35.1674727
גבעת זאב,מורשת מנחם-חבד,חבד,"מיצפה  9
",31.8569027,35.1674727,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8569027%2C35.1674727
גבעת זאב,מניין צעירי חבד,חבד,"התאנה  4
",31.8642984,35.1653481,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8642984%2C35.1653481
גבעת שמואל,קהל חסידים,חסידי,"סמטת מגדל המים 1
",32.0795846,34.85243579999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0795846%2C34.85243579999999
גבעת שמואל,בית אל,ירושלמי,"הנשיא 12
",32.081516,34.849798,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.081516%2C34.849798
גבעת שמואל,בית מתיתיהו-אור יעקב,אשכנז,"נימרובר 2
",32.077299,34.849206,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.077299%2C34.849206
גבעת שמואל,בנין סימטרון,לפי החזן,"גוש עציון 11
",32.0799151,34.8456503,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0799151%2C34.8456503
גבעת שמואל,חפץ חיים,אשכנז,"ביאליק 36
",32.0771905,34.8508189,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0771905%2C34.8508189
גבעתים,אוהל משה,אשכנז,"גורדון 6
",32.0758233,34.8071086,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0758233%2C34.8071086
גבעתים,אוהל ש״מ- אשכנזי,אשכנז,"פועלי הרכבת 4
",32.0790934,34.8173848,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0790934%2C34.8173848
גבעתים,אמוני מרדכי,אשכנז,"צהל 7
",32.0722831,34.8100205,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0722831%2C34.8100205
גבעתים,בית -אל,,"ישראל טייבר 57
",32.0718526,34.8073293,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0718526%2C34.8073293
גבעתים,בית שטפנשט,אחיד,"רמב´´ם  1
",32.0711411,34.8022313,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0711411%2C34.8022313
גבעתים,הפניקס,לפי החזן,"דרך השלום  53
",32.066902,34.803277,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.066902%2C34.803277
גבעתים,זכרון קדושים,,"סמטת קיבוץ גלויות  8
",32.0612525,34.81275979999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0612525%2C34.81275979999999
גדרה,בית הכנסת הקהילתי גדרה הצעירה,אשכנז,"מנחם בגין 51
",31.8071299,34.7846518,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8071299%2C34.7846518
גדרה,חבד,חבד,"יסמין 24
",31.8087568,34.78601099999999,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8087568%2C34.78601099999999
גדרה,ישורון,אשכנז,"בילויים  24
",31.81522009999999,34.7736149,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.81522009999999%2C34.7736149
גני תקוה,בית חבד,חבד,"הרי יהודה   33
",32.0610862,34.8730632,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0610862%2C34.8730632
גשר הזיו,סולם יעקב,אחיד,"במקלט ליד המועדון 1
",33.040532,35.110563,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.040532%2C35.110563
גת רמון,בית הכנסת המרכזי גת רימון,לפי החזן,"האילנות 30
",32.0685839,34.8817423,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0685839%2C34.8817423
דימונה,בית יהושע,אשכנז,"יגאל אלון פינת בבא סאלי 110
",31.0613185,35.0355134,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.0613185%2C35.0355134
הוד השרון,אריאל,לפי החזן,"מבצע קדש 2
",32.1553282,34.9157049,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1553282%2C34.9157049
הוד השרון,בית כנסת בניין מיקרוסמי - קומה 1,לפי החזן," החרש 29
",32.1313227,34.8940477,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1313227%2C34.8940477
הוד השרון,הדר,אשכנז," דרך כפר הדר 40
",32.15185110000001,34.8879168,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.15185110000001%2C34.8879168
הרצליה,אגודת אחים,אשכנז,"עצמאות 78
",32.1648301,34.8475858,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1648301%2C34.8475858
הרצליה,אהבת ישראל,לפי החזן,"ברחוב וינגייט 90
",32.17437,34.8036251,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.17437%2C34.8036251
הרצליה,אור החיים,לפי החזן,"הר סיני 34
",32.1733969,34.8559206,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1733969%2C34.8559206
הרצליה,אחדות,אשכנז,"הכוזרי 3
",32.1642951,34.8477136,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1642951%2C34.8477136
הרצליה,ביזנס פארק,לפי החזן,"משכית 8
",32.1665615,34.8115137,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1665615%2C34.8115137
הרצליה,בית הכנסת הגדול,אשכנז,"סוקולוב 30
",32.1673228,34.8429965,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1673228%2C34.8429965
הרצליה,בית חבד אזור התעשיה,חבד,"משכית 22
",32.1638207,34.8105285,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1638207%2C34.8105285
הרצליה,בית יוליאנה,אשכנז,"בית אבות
",32.162686,34.83069800000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.162686%2C34.83069800000001
זכרון יעקב,אוהל יעקב,אשכנז,"הנדיב  19
",32.5741964,34.9541824,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5741964%2C34.9541824
זכרון יעקב,חב´´ד,חבד,"אליהו חכים 3
",32.5656632,34.9576529,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5656632%2C34.9576529
זכרון יעקב,מועד,אשכנז,"המייסדים 100
",32.5774531,34.9532071,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5774531%2C34.9532071
זכרון יעקב,רשבי,ירושלמי,"שבי ציון  1
",32.561095,34.964232,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.561095%2C34.964232
חדרה,בית אל,,"השרון 10
",32.4414,34.885379,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4414%2C34.885379
חדרה,בית חבד חדרה,חבד,"הגיבורים 68
",32.4362118,34.9230524,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4362118%2C34.9230524
חדרה,בית חבד לדוברי צרפתית,חבד,"הגיבורים 68
",32.4362118,34.9230524,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4362118%2C34.9230524
חדרה,בית כנסת חבד - כולל חבד,חבד,"הנשיא 31
",32.4398388,34.9202306,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4398388%2C34.9202306
חדרה,בית כנסת חבד המרכזי,חבד,"הגיבורים 68
",32.4362118,34.9230524,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4362118%2C34.9230524
חדרה,הגדול, נחליאל,תימן שאמי,32.4340458,34.9196518,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4340458%2C34.9196518
חדרה,חבד וילג',חבד,"שכטמן 10 (קניון מול החוף
",32.4417243,34.8950613,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4417243%2C34.8950613
חיפה,אהבת תורה- ויזניץ,חסידי,"מיכאל 1
",32.8063585,35.0009816,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8063585%2C35.0009816
חיפה,אוהל אברהם,אשכנז,"בית אל 22
",32.814953,34.975849,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.814953%2C34.975849
חיפה,אור הכרמל,ירושלמי,"שער הלבנון  4
",32.8058399,34.9882419,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8058399%2C34.9882419
חיפה,בית הכנסת כרמל המערבי,אחיד,"אילנות 18
",32.8092384,34.973821,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.8092384%2C34.973821
טבריה,בית כנסת חבד המרכזי,חבד,"רשי 7
",32.7941836,35.5297637,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7941836%2C35.5297637
טבריה,העתיק,חבד,"הבנים 1
",32.7876803,35.5403712,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7876803%2C35.5403712
טירת הכרמל,חבד,חבד,"אליאס 18
",32.760485,34.973598,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.760485%2C34.973598
טירת הכרמל,מנחה בלבד בבניין האדום של ג'נרל אלקטריק,לפי החזן,"יוזמה 1 בבניין האדום של ג'נרל אלקטריק
",32.762127,34.97298,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.762127%2C34.97298
טירת הכרמל,מניין עובדים- במשרד א.ב אדריכלים,לפי החזן,"האתגר 3
",32.7725873,34.9667061,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7725873%2C34.9667061
טירת הכרמל,מעיין חיים,ירושלמי,"ז´בוטינסקי 2
",32.7601302,34.9724461,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.7601302%2C34.9724461
יבנה,אור ציון ובית שמשון,ירושלמי,"סביון  2
",31.8739733,34.7484427,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8739733%2C34.7484427
יבניאל,היכל הקודש חסידי ברסלב,אחיד,"רבי נחמן מברסלב 1
",32.708765,35.503778,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.708765%2C35.503778
יד בנימין,פעמוני זהב ,לפי החזן,"רחוב האשל 18מתחם דור-אלון
",31.798728,34.823317,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.798728%2C34.823317
יהוד,בית הכנסת של כולם,חבד,"דרך החורש 4
",32.0331334,34.8788025,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0331334%2C34.8788025
יסוד המעלה,משיח גן ישראל ,חבד,"הוורדים 2
",33.0559819,35.6096506,https://www.waze.com/live-map/directions?navigate=yes&to=ll.33.0559819%2C35.6096506
יפו,בית ישראל,אשכנז,"הבעל שם טוב 4
",32.0647667,34.8212388,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0647667%2C34.8212388
יפו,ישיבת מה יפו פעמייך,אחיד,"טולוז  16
",32.0390384,34.7478582,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0390384%2C34.7478582
יקנעם עילית,אחוות אחים,ירושלמי,"המיצר 1
",32.6432741,35.0881934,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.6432741%2C35.0881934
ירוחם,ישיבת אמית בלבב שלם,לפי החזן,"אליהו הנביא 1
",30.9876883,34.926885,https://www.waze.com/live-map/directions?navigate=yes&to=ll.30.9876883%2C34.926885
ירוחם,ישיבת ההסדר,אחיד,"אליהו הנביא  1
",30.9876883,34.926885,https://www.waze.com/live-map/directions?navigate=yes&to=ll.30.9876883%2C34.926885
ירוחם,קהילה חרדית,אשכנז,"בכולל 1
",30.987804,34.929741,https://www.waze.com/live-map/directions?navigate=yes&to=ll.30.987804%2C34.929741
ירושלים, אבוא ביתך,ירושלמי,"זאב חקלאי 4
",31.7723443,35.1845399,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7723443%2C35.1845399
ירושלים,אשר,ירושלמי,"יהודה {פינת  פיר קניק  44
",31.7505686,35.2134577,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7505686%2C35.2134577
ירושלים,יד-אביישראל הצעיר,אשכנז,"בורוכוב קרית היובל 63
",31.7620526,35.1744614,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7620526%2C35.1744614
ירושלים,אגודת אחים,,"זולטי 6
",31.768319,35.21371,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.768319%2C35.21371
ירושלים,אדמון ספרא,ירושלמי,"שמואל יפה 6
",31.8221303,35.2525972,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8221303%2C35.2525972
ירושלים,אדרת אליהו,אשכנז,"התאנה 1
",31.732675,35.1899069,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.732675%2C35.1899069
ירושלים,אדרת אליהו,אשכנז,"התאנה 1
",31.732675,35.1899069,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.732675%2C35.1899069
ירושלים,אהבת ישראל,חבד,"כפר עציון 8
",31.7475365,35.2235743,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7475365%2C35.2235743
ירושלים,אהבת ישראל,,"מעבר המתלה 5
",31.8003876,35.2240435,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8003876%2C35.2240435
ירושלים,אהל אבות,ירושלמי,"אריה אלטמן פסגת זאב מרכז 1
",31.828498,35.24539,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.828498%2C35.24539
כוכב השחר,שירת יונדב,לפי החזן,"מעוז-אסתר 2
",31.960264,35.349421,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.960264%2C35.349421
כוכב יעקב,ישיבת ההסדר היכל אליהו,לפי החזן,"תורה מציון 1
",31.8801249,35.241728,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8801249%2C35.241728
כוכב יעקב,תומר דבורה,חסידי," חסדי אבות 60
",31.878303,35.245561,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.878303%2C35.245561
כפר יונה,ג´אנח ובניו,לפי החזן,"הקבלן  3
",32.317719,34.933615,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.317719%2C34.933615
כפר סבא,אוהב צדק,ירושלמי,"ויצמן 204
",32.1715468,34.9230715,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1715468%2C34.9230715
כפר סבא,המניין החדש,אשכנז,"י´ כהן 4
",32.1857867,34.9040733,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1857867%2C34.9040733
כפר שמריהו,היכל הבנים,אשכנז,"דרך הגנים  38
",32.1848859,34.8194674,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1848859%2C34.8194674
כפר תפוח,חבד,חבד,"הדר 264
",32.117973,35.249829,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.117973%2C35.249829
כרמיאל,אהבת חינם,אחיד,"בציר  39
",32.91405410000001,35.2776313,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.91405410000001%2C35.2776313
כרמיאל,בית הכרם,אשכנז,"שיזף 4
",32.9072867,35.2961394,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.9072867%2C35.2961394
כרמיאל,ישיבת ההסדר כרמיאל,לפי החזן,"בירנית 1
",32.909238,35.294256,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.909238%2C35.294256
כרמיאל,מאור גליל,אשכנז,"נתיב הלוטוס 3
",32.9092095,35.301717,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.9092095%2C35.301717
