City,Name,Nosah,Address,Latitude,Longitude,Navigate
אופקים,מבצע שלמה,עדות המזרח,"הכרמים 45
",31.310687,34.6093927,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.310687%2C34.6093927
אור יהודה,משכן שמעיה,עדות המזרח,"ברחוב יוסף קארו 3
",32.0299262,34.8437959,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0299262%2C34.8437959
אור יהודה,אוהל משה ומשכן יצחק,עדות המזרח,"יקותיאל אדם 33
",32.0313291,34.8643483,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0313291%2C34.8643483
אור יהודה,אור התורה אבו יחזקאל,ספרד,"הרב עובדיה יוסף 25
",32.023675,34.8583789,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.023675%2C34.8583789
אור יהודה,אלי -כהן,עדות המזרח,"בן פורת (ההגנה)
",32.02815,34.850785,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.02815%2C34.850785
אור יהודה,בית הכנסת המרכזי לעולי בוכרה,ספרד,"ז´בוטינסקי 32
",32.0284273,34.8634215,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0284273%2C34.8634215
אור יהודה,בית יעקב,עדות המזרח,"אסירי ציון  9
",32.0247372,34.8558932,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0247372%2C34.8558932
אור יהודה,בן איש חי,עדות המזרח,"הרצל 56
",32.0316706,34.8442176,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0316706%2C34.8442176
אור יהודה,גאולי ה´ עולי גרוזיה,עדות המזרח,"ז´בוטינסקי  16
",32.0273086,34.8637692,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0273086%2C34.8637692
אור יהודה,היכל יצחק דוד,עדות המזרח,"דוד אלעזר 10
",32.0272019,34.8663115,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0272019%2C34.8663115
אור יהודה,היכל שמואל,עדות המזרח,"שרת 11
",32.029748,34.85617300000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.029748%2C34.85617300000001
אור יהודה,יחזקאל צדוק יל,עדות המזרח,"ספיר שכונת נוה סביון  7
",32.0293035,34.8624894,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0293035%2C34.8624894
אור יהודה,כתר מנחם,עדות המזרח,"יקותיאל אדם 31
",32.0313534,34.8640011,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0313534%2C34.8640011
אור יהודה,מצלאוי,ספרד,"ניצן 3
",32.026845,34.87282990000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.026845%2C34.87282990000001
אור יהודה,משכן שמעון,יוצאי לוב (טריפוליטאים),"אסירי ציון 9
",32.0247372,34.8558932,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0247372%2C34.8558932
אור יהודה,נווה שלום,עדות המזרח,"יקותיאל אדם  31
",32.0313534,34.8640011,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0313534%2C34.8640011
אור עקיבא,עזרת אחים,עדות המזרח,"הרצל 22
",32.5101634,34.9155813,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5101634%2C34.9155813
אור עקיבא,שיח יצחק,מרוקו,"הגבורים 10
",32.5103715,34.9208954,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5103715%2C34.9208954
אורנית ישוב,חברנו,ספרד,"הורד 10
",32.1307446,34.9908602,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1307446%2C34.9908602
אזור,ציונוב - בית יוסף ונתן,עדות המזרח,"ירושלים 143
",32.030134,34.80194,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.030134%2C34.80194
אזור,הדרת מלך,עדות המזרח,"וייצמן 3
",32.0239877,34.8064831,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0239877%2C34.8064831
אזור,הפועל המזרחי,ספרד,"יצחק שדה 2
",32.025505,34.808183,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.025505%2C34.808183
אזור,שערי ירושלים,עדות המזרח,"ירושלים 59
",32.0316544,34.8003206,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0316544%2C34.8003206
אזור,שערי ציון-הכיפות,עדות המזרח,"שפינוזה  2
",32.0239177,34.8037196,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0239177%2C34.8037196
אחיהוד,שלוחי חבד,תימן,"השכונה החדשה 7
",32.907003,35.169556,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.907003%2C35.169556
אחיעזר,שערי צדק,תימן שאמי,"הדקל 100
",31.9836037,34.875974,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9836037%2C34.875974
אילת,חזון עובדיה,עדות המזרח,"זהרון (מעל מרכז עינת) 11
",29.5569246,34.9342541,https://www.waze.com/live-map/directions?navigate=yes&to=ll.29.5569246%2C34.9342541
אילת,חסד לאברהם,עדות המזרח,"לוס אנג'לס 5
",29.5573251,34.945004,https://www.waze.com/live-map/directions?navigate=yes&to=ll.29.5573251%2C34.945004
אילת,ישורון,עדות המזרח,"המלחה 13
",29.566597,34.953264,https://www.waze.com/live-map/directions?navigate=yes&to=ll.29.566597%2C34.953264
אילת,נצח ישראל,עדות המזרח,"נבו 24
",29.557669,34.951925,https://www.waze.com/live-map/directions?navigate=yes&to=ll.29.557669%2C34.951925
אליקים,בית כנסת,תימן,"מושב קטן עם 7 בתי כנסת. להכנס ולשאול איפה
",32.633345,35.067613,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.633345%2C35.067613
אלישמע,אוהל יעקב,יוצאי לוב (טריפוליטאים),"האילנות 87
",32.154778,34.930461,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.154778%2C34.930461
אלעד,אחוות אחים,תימן שאמי,"רבי פנחס בן יאיר 22
",32.0504846,34.959488,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0504846%2C34.959488
אלעד,בית מאור,מרוקו,"אבן גבירול 20
",32.0538871,34.958448,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0538871%2C34.958448
אלעד,חסד לאברהם - אור החיים,עדות המזרח,"אבטליון 11
",32.047281,34.9492579,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.047281%2C34.9492579
אלפי מנשה,אבא-שמעון,עדות המזרח,"אודם 6
",32.1746744,35.0117576,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1746744%2C35.0117576
אלקנה,אשל אלקנה,ספרד,"גבעת הלבונה 7
",32.1108495,35.0326877,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1108495%2C35.0326877
אפרת,אור חביב,מרוקו,"המלך דוד דקל ג 72
",31.653589,35.149934,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.653589%2C35.149934
אפרת,אורות הזית,עדות המזרח,"יהודה המכבי 8 אפרת
",31.6720847,35.1632555,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6720847%2C35.1632555
אריאל,אביר יעקב,ספרד,"יודפת 10
",32.1040962,35.1962841,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1040962%2C35.1962841
אריאל,אוהל יוסף,עדות המזרח,"הפיסגה 10
",32.107165,35.1778904,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.107165%2C35.1778904
אריאל,אחוות אחים,תימן שאמי,"הפיסגה 10
",32.107165,35.1778904,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.107165%2C35.1778904
אריאל,תפארת אריאל,תימן,"השומרון  1
",32.103291,35.1718216,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.103291%2C35.1718216
אשדוד,אדר היקר הרב זיני,מרוקו,"שבי ציון 14אזור א
",31.8075422,34.6474321,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8075422%2C34.6474321
אשדוד,אהבה ואחווה לעולי מצרים,ספרד,"הראשונים  41
",31.8051076,34.6447718,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8051076%2C34.6447718
אשדוד,אהבת ישראל עש ר´ ראובן פינטו,מרוקו,"הגולשים 26
",31.7994404,34.6390152,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7994404%2C34.6390152
אשדוד,אהל יעקב,ספרד,"המעפילים  39
",31.8046575,34.6498237,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8046575%2C34.6498237
אשדוד,אוהל אהרון וחנה,עדות המזרח,"הצבעוני  2
",31.789964,34.649996,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.789964%2C34.649996
אשדוד,אור יצחק- נוסח גרוזיה,עדות המזרח,"הציונות 10
",31.7871343,34.6433074,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7871343%2C34.6433074
אשדוד,אחוות ישראל אשדוד עש ר' מאיר אבוחצירא,מרוקו,"כנרת 67
",31.7834003,34.6336657,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7834003%2C34.6336657
אשקלון,משכן אביחי ,תימן בלדי,"לכיש 16
",31.666473,34.5819826,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.666473%2C34.5819826
אשקלון,אביר יעקב יאיר,עדות המזרח,"הרב כלפון משה הכהן  5
",31.7212815,35.2256472,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7212815%2C35.2256472
אשקלון,אהבת אחים,עדות המזרח,"הציונות 72 72
",31.6868342,34.5811413,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6868342%2C34.5811413
אשקלון,אהבת ציון,תימן שאמי,"אבן עזרא  6
",31.6685999,34.59034,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6685999%2C34.59034
אשקלון,אהבת תורה,עדות המזרח," 11
",31.6687885,34.5742523,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6687885%2C34.5742523
אשקלון,אוהל משה,עדות המזרח,"ההסיתדרות 98
",31.6539662,34.5547132,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6539662%2C34.5547132
אשקלון,בית אליהו,עדות המזרח,"הטייסים 91
",31.6741752,34.5581237,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6741752%2C34.5581237
אשקלון,בית הכנסת לצעירים סניף בני עקיבא אפרידר,עדות המזרח,"אורט 13
",31.66928489999999,34.5677872,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.66928489999999%2C34.5677872
אשקלון,בית הרב,עדות המזרח,"חוגלה 9
",31.690764,34.574212,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.690764%2C34.574212
אשקלון,בני ציון,יוצאי לוב (טריפוליטאים),"ביאליק 12
",31.6608524,34.56962540000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6608524%2C34.56962540000001
אשקלון,בני תורה,עדות המזרח,"שי עגנון 10 10
",31.65858,34.55831800000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.65858%2C34.55831800000001
אשתאול,נצח ישראל,תימן שאמי,"נחל אדוריים 49
",31.779758,35.010546,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.779758%2C35.010546
באר יעקב,אהל מיכאל-רשבי ,מרוקו,"רחוב חזון איש 4
",31.9441001,34.8396304,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9441001%2C34.8396304
באר יעקב,ברקת,עדות המזרח,"שכונת צמרות
",31.94153519999999,34.82732,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.94153519999999%2C34.82732
באר שבע,אהבת חנה,עדות המזרח,"מקס ברוייד14
",31.2656241,34.7582505,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2656241%2C34.7582505
באר שבע,אור שלום,מרוקו,"רזיאל 7
",31.2580703,34.8104333,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2580703%2C34.8104333
באר שבע,אורות הזוהר,מרוקו,"חשין 13
",31.2691829,34.7749127,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2691829%2C34.7749127
באר שבע,אליהו הנביא זלט ( נוסח בגדד ),עדות המזרח,"השומר
",31.2471231,34.794154,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.2471231%2C34.794154
בארי,שערי צדק,ספרד,"בארי 58
",41.1171432,16.8718715,https://www.waze.com/live-map/directions?navigate=yes&to=ll.41.1171432%2C16.8718715
בית אל,אוהל חיים,עדות המזרח,"ארץ חמדה 22
",31.9438523,35.2197774,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9438523%2C35.2197774
בית אליעזר,בית יצחק,ספרד,"גדות  2
",32.428095,34.950077,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.428095%2C34.950077
בית אליעזר,נצח ישראל,תימן,"התאנים 13
",31.8355404,34.8005815,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8355404%2C34.8005815
בית דגן,אוהל תורה,תימן בלדי,"טרומפלדור 14
",32.00315,34.8336829,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.00315%2C34.8336829
בית דגן,אלי כהן,מרוקו,"הגפן 5
",31.99943579999999,34.8276829,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.99943579999999%2C34.8276829
בית דגן,ברסלב,עדות המזרח,"קפלן 14
",31.9999785,34.8326794,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.9999785%2C34.8326794
בית דגן,מנחת שלמה,תימן בלדי,"כצנלסון 16
",32.0018692,34.8252129,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0018692%2C34.8252129
בית שאן,היכל דוד ושלמה- חנוך לנער,ספרד,"שאול המלך 96
",32.4977958,35.5018398,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4977958%2C35.5018398
בית שאן,זוהר התורה,ספרד,"הלורד בלפור 26
",32.4885158,35.4993269,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.4885158%2C35.4993269
בית שאן,ישראלי,ספרד,"אלי כהן 98
",32.497103,35.497336,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.497103%2C35.497336
בית שאן,שערי דניאל - חידושי משה,עדות המזרח,"העלייה (שכון א) 8
",32.5027156,35.4949938,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5027156%2C35.4949938
בית שמש,אדרת אליהו,עדות המזרח,"קרן היסוד 4
",31.7498574,34.992473,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7498574%2C34.992473
בית שמש,אהבה ושמחה - קרליבך,ספרד,"נחל דולב 70
",31.7121241,34.9995094,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7121241%2C34.9995094
בית שמש,אור החמה,עדות המזרח,"המשלט 12
",31.7509094,34.9914281,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7509094%2C34.9914281
בית שמש,אחדות ישראל,עדות המזרח,"בר אילן  74
",31.74218,34.99208,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.74218%2C34.99208
בית שמש,אש קודש,ספרד,"נחל מאוד  6
",31.7092903,35.0010095,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7092903%2C35.0010095
בית שמש,בית אסתר,עדות המזרח,"הנורית 39
",31.7391693,34.9773433,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7391693%2C34.9773433
ביתר עלית,אהל יוסף,עדות המזרח,"הבבא סאלי  20
",31.693395,35.110389,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.693395%2C35.110389
ביתר עלית,חניכי הישיבות,עדות המזרח,"הרבי מנדבורנא 2
",31.6929577,35.1104655,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6929577%2C35.1104655
ביתר עלית,משכן הקדש,עדות המזרח,"אש קודש 6
",31.6924994,35.1152344,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6924994%2C35.1152344
ביתר עלית,נזר הנחל,עדות המזרח,"ר´ יוסף קארו 18
",31.7010023,35.1119254,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7010023%2C35.1119254
ביתר עלית,פאר הריבש-חניכי הישיבות,עדות המזרח,"ר´ יוסף קארו  2
",31.7010023,35.1119254,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7010023%2C35.1119254
ביתר עלית,שם משמעון,עדות המזרח,"ר´ אלעזר המודעי  21
",31.6969514,35.1202655,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.6969514%2C35.1202655
בני ברק,בית יחיאל בנדיקט,ספרד,"סוקולוב 19
",32.0879274,34.8337946,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0879274%2C34.8337946
בני ברק,הוילה,ספרד,"מוהליבר  12
",32.0792597,34.8280501,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0792597%2C34.8280501
בני ברק,מצדה,ספרד,"אשל אברהם 13
",32.0825796,34.8424682,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0825796%2C34.8424682
בני ברק,אגודת עץ חיים,תימן,"אבוחצירה 39
",32.0960394,34.8294302,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0960394%2C34.8294302
בני ברק,אהלי אברהם,עדות המזרח,"נורוק   30
",32.084932,34.835226,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.084932%2C34.835226
בני ברק,אוהל אברהם,עדות המזרח,"הירש 19
",32.0804344,34.8324529,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0804344%2C34.8324529
בני ברק,אוהל אברהם,ספרד,"הרב קוק 28
",32.0858096,34.8252898,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0858096%2C34.8252898
בני ברק,אוהל יצחק,מרוקו,"רבי עקיבא  66
",32.0868189,34.8290466,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0868189%2C34.8290466
בני ברק,אור יעקוב,עדות המזרח,"הירקון  50
",32.097039,34.829651,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.097039%2C34.829651
בני ברק,אור ישראל,עדות המזרח,"יהושע בן נון 17
",32.0926638,34.822589,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0926638%2C34.822589
בני ברק,אורייתא,ספרד,"מנחם 25
",32.0886422,34.8236996,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0886422%2C34.8236996
בני ברק,אחדות,עדות המזרח,"אבן גבירול 18
",32.0903764,34.8310526,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0903764%2C34.8310526
בני ברק,אחווה ורעות,עדות המזרח,"אברבנאל 1
",32.0937576,34.8438272,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0937576%2C34.8438272
בני עיש,מקור חיים,תימן,"הרב יחיא אלקשמה  18
",31.7933153,34.7621027,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.7933153%2C34.7621027
בנימינה,סוכת שלום (כתריאל),תימן שאמי,"הסחלב 25
",32.5246463,34.9350737,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5246463%2C34.9350737
בנימינה,שער הרחמים (ברדוגו),עדות המזרח,"דרך העצמאות 60
",32.5244396,34.9346833,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5244396%2C34.9346833
בנימינה,שערי צדק,תימן,"רקפת 17
",32.5261618,34.939135,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.5261618%2C34.939135
בת ים,נחליאלי,ספרד,"פנקס  1
",32.0188747,34.7471053,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0188747%2C34.7471053
בת ים,רמות ים,ספרד,"בר אילן 27
",32.0148075,34.7481183,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0148075%2C34.7481183
בת ים,אברהם בינימין שעשוע,עדות המזרח,"הלפר 22
",32.0279708,34.7454108,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0279708%2C34.7454108
בת ים,אהבת ישראל,ספרד,"פנקס 2
",32.0187269,34.746671,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0187269%2C34.746671
בת ים,אוהל ששון,יוצאי לוב (טריפוליטאים),"החרמון 4
",32.0988386,34.8309022,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0988386%2C34.8309022
בת ים,אור החמה-היכל הקודש,עדות המזרח,"הנביאים 50
",32.0115763,34.7457204,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0115763%2C34.7457204
בת ים,אור חדש,עדות המזרח,"אנה פרנק 16
",32.0049049,34.7545549,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0049049%2C34.7545549
בת ים,אור ישראל,עדות המזרח,"גבעתי 6
",32.0152585,34.7470984,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0152585%2C34.7470984
בת ים,בית אל,יוצאי לוב (טריפוליטאים),"בן ציון ישראל 15
",32.0160555,34.7467473,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0160555%2C34.7467473
בת ים,בית יעקב,ספרד,"סמטת אופיר  6
",32.0207361,34.7571347,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0207361%2C34.7571347
בת ים,בית יעקב,ספרד,"סמטת הכרמל  4
",32.0112516,34.7604576,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0112516%2C34.7604576
גבעת זאב,הדר יוסף,ספרד,"רימון הדר הגבעה  1
",31.781795,35.1652214,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.781795%2C35.1652214
גבעת זאב,כתר בנימין,עדות המזרח,"הלולב  5
",31.8622988,35.1717066,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8622988%2C35.1717066
גבעת שמואל,אהבת אחים,עדות המזרח,"נימרובר 2
",32.077299,34.849206,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.077299%2C34.849206
גבעת שמואל,בית מדרש גבעת שמואל,עדות המזרח,"עוזי חיטמן 4
",32.0839316,34.8487629,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0839316%2C34.8487629
גבעת שמואל,בית מתתיהו,ספרד,"העבודה 1
",32.0787644,34.8487948,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0787644%2C34.8487948
גבעת שמואל,היכל רחמים,ספרד,"סמטת שי עגנון 6
",32.0788047,34.8558436,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0788047%2C34.8558436
גבעת שמואל,המרכזי,ספרד,"בר אילן 21
",32.0666588,34.847264,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0666588%2C34.847264
גבעת שמואל,הריף,מרוקו,"הרצל 4
",32.0747081,34.8491087,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0747081%2C34.8491087
גבעת שמואל,משה ואהרון,ספרד,"הרימון 13
",32.0826805,34.8518753,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0826805%2C34.8518753
גבעתים,אהבת ציון,תימן שאמי,"גונן 5
",32.0653064,34.80457260000001,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0653064%2C34.80457260000001
גבעתים,אוהל ש״מ- ספרדי,עדות המזרח,"פועלי הרכבת 4
",32.0790934,34.8173848,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0790934%2C34.8173848
גבעתים,בית אליהו,יוצאי לוב (טריפוליטאים),"רחוב גולומב  12
",32.0690838,34.8094638,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0690838%2C34.8094638
גבעתים,היכל משה - החדש,עדות המזרח,"טייבר  29
",32.071694,34.8049366,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.071694%2C34.8049366
גבעתים,הרמה,ספרד,"גונן 3
",32.0654571,34.8045397,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0654571%2C34.8045397
גבעתים,מרדכי ואסתר,עדות המזרח,"כצנלסון 30
",32.0750176,34.8051261,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0750176%2C34.8051261
גבעתים,עין יעקב- בית הכנסת הגדול,ספרד,"שינקין 43
",32.0759557,34.8136089,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.0759557%2C34.8136089
גבעתים,קהילת הצעירים,ספרד,"טיבר 65
",32.071945,34.8081201,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.071945%2C34.8081201
גדרה,אהבת עולם,מרוקו,"האורן  7
",31.8060022,34.7889273,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8060022%2C34.7889273
גדרה,איש מצליח,תוניס,"דרך ארץ 1
",31.8078513,34.7799483,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8078513%2C34.7799483
גדרה,נוסח אחיד,ספרד,"פינס 2
",31.8168655,34.7773333,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8168655%2C34.7773333
גדרה,סיני,תימן,"נפתלי 2
",31.8172748,34.7859029,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8172748%2C34.7859029
גדרה,עץ חיים קטרה,תימן בלדי,"שבזי 1
",31.8207487,34.777411,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8207487%2C34.777411
גדרה,שערי ירושלים,תוניס,"ראובן 15
",31.8196293,34.7799862,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8196293%2C34.7799862
גדרה,שערי צדק,תימן בלדי,"יששכר 14
",31.8156851,34.7817485,https://www.waze.com/live-map/directions?navigate=yes&to=ll.31.8156851%2C34.7817485
גינות שומרון,בית הכנסת המרכזי - היכל רפאל,ספרד,"השקמה 31
",32.1688703,35.0831734,https://www.waze.com/live-map/directions?navigate=yes&to=ll.32.1688703%2C35.0831734
גמזו,אהל משה,עדות המזרח,"בית כנסת הספרדים 1
",40.46366700000001,-3.74922,https://www.waze.com/live-map/directions?navigate=yes&to=ll.40.46366700000001%2C-3.74922
